,,Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
,,19-12-1991,358.9,261.5,"46,049.2",195.8,413.8,496.2,"9,258.8","1,925.1",1.8,"1,301.8","7,14,227.5","1,313.4","9,082.6","46,29,053.2","1,184.2","2,71,230.3",#N/A,993.3,464.1
,,20-12-1991,358.3,257.3,"45,702.5",192.6,413.8,487.9,"9,232.0","1,894.5",1.8,"1,288.6","7,04,969.4","1,300.1","9,053.8","45,55,472.5","1,165.4","2,68,151.8",#N/A,986.0,461.8
,,23-12-1991,359.7,254.6,"45,462.3",191.7,416.8,483.3,"9,204.4","1,882.6",1.8,"1,338.6","7,09,929.3","1,310.9","9,054.2","45,26,763.8","1,159.9","2,70,165.9",#N/A,985.3,472.1
,,24-12-1991,359.7,255.3,"45,691.3",191.7,415.3,485.7,"9,289.6","1,884.1",1.8,"1,339.7","7,16,604.9","1,312.0","9,073.1","45,30,490.2","1,161.2","2,73,731.3",#N/A,985.6,472.2
,,25-12-1991,359.7,255.3,"45,691.3",191.7,415.3,485.7,"9,289.6","1,884.1",1.8,"1,339.7","7,16,604.9","1,312.0","9,073.1","45,30,490.2","1,161.2","2,73,731.3",#N/A,985.6,472.2
,,26-12-1991,359.7,255.3,"45,691.3",191.7,415.3,485.7,"9,289.6","1,884.1",1.8,"1,339.7","7,16,604.9","1,312.0","9,073.1","45,30,490.2","1,161.2","2,73,731.3",#N/A,985.6,472.2
,,27-12-1991,353.3,250.6,"44,362.4",188.2,409.7,477.0,"9,103.9","1,850.7",1.8,"1,330.9","7,03,878.7","1,303.3","8,919.5","44,50,033.4","1,142.6","2,69,335.9",#N/A,966.7,464.9
,,30-12-1991,353.2,250.8,"44,403.8",189.2,409.4,479.0,"9,079.4","1,903.4",1.8,"1,327.5","7,07,537.0","1,300.1","8,926.2","45,92,757.7","1,172.8","2,67,676.1",#N/A,971.8,464.9
,,31-12-1991,353.2,250.3,"44,151.4",188.8,408.5,478.8,"9,080.6","1,900.6",1.8,"1,321.0","7,06,524.6","1,293.7","8,922.8","45,86,186.2","1,171.1","2,68,147.8",#N/A,968.5,465.1
,,01-01-1992,353.2,250.3,"44,151.4",188.8,408.5,478.8,"9,080.6","1,900.6",1.8,"1,321.0","7,06,524.6","1,293.7","8,922.8","45,86,186.2","1,171.1","2,68,147.8",#N/A,968.5,465.1
,,02-01-1992,350.9,250.4,"43,686.4",187.9,404.7,479.1,"9,063.3","1,890.7",1.8,"1,314.1","7,02,328.4","1,287.0","8,906.4","45,62,277.4","1,136.7","2,66,749.9",#N/A,965.8,466.7
,,03-01-1992,353.0,254.5,"44,065.3",191.2,405.8,485.6,"9,110.3","1,923.7",1.8,"1,337.0","7,12,823.5","1,309.4","8,918.2","46,41,778.6","1,156.5","2,71,254.9",#N/A,982.6,468.4
,,06-01-1992,349.4,247.5,"43,772.4",186.2,403.2,475.8,"9,099.0","1,892.3",1.8,"1,314.5","6,97,079.1","1,287.1","8,869.8","45,53,083.4","1,161.9","2,64,717.1",#N/A,966.4,461.4
,,07-01-1992,349.7,248.0,"43,467.4",186.8,399.1,472.0,"9,018.4","1,879.1",1.8,"1,316.6","7,02,438.9","1,289.4","8,809.3","45,21,361.5","1,132.2","2,66,804.0",#N/A,957.8,461.9
,,08-01-1992,350.6,248.1,"43,778.2",187.3,400.5,473.8,"9,030.9","1,884.5",1.8,"1,316.7","7,05,911.9","1,289.1","8,830.5","45,34,204.3","1,133.3","2,69,018.0",#N/A,961.3,463.2
,,09-01-1992,351.6,254.0,"44,124.0",192.3,405.0,485.9,"9,106.5","1,934.5",1.9,"1,335.5","7,22,124.9","1,305.0","8,901.7","46,54,650.6","1,163.5","2,74,698.2",#N/A,978.7,477.0
,,10-01-1992,357.9,264.1,"45,435.7",199.5,414.0,504.2,"9,261.7","2,007.4",1.9,"1,391.4","7,24,823.2","1,362.8","9,097.1","48,29,858.0","1,207.2","2,76,664.2",#N/A,"1,007.2",489.0
,,13-01-1992,353.9,259.7,"44,850.9",196.3,405.0,495.1,"9,029.1","1,913.6",1.9,"1,324.9","7,06,583.4","1,297.5","8,921.1","42,60,943.9","1,175.7","2,68,693.3",#N/A,983.8,475.7
,,14-01-1992,353.6,262.0,"44,853.8",197.4,407.7,498.9,"9,117.8","1,924.2",1.9,"1,339.1","7,10,913.0","1,311.3","9,020.1","42,84,660.9","1,188.1","2,71,003.0",#N/A,993.9,479.1
,,15-01-1992,355.6,268.7,"45,658.6",202.5,410.7,512.8,"9,199.6","1,974.0",1.9,"1,335.6","7,23,604.7","1,306.8","9,014.3","43,95,383.7","1,218.8","2,76,077.6",#N/A,"1,003.5",480.3
,,16-01-1992,356.8,269.2,"45,746.3",202.6,410.3,512.7,"9,190.8","1,975.6",1.9,"1,333.7","7,11,911.3","1,306.1","8,997.3","43,98,946.9","1,219.8","2,71,655.9",#N/A,"1,001.9",479.8
,,17-01-1992,355.9,266.6,"45,376.5",200.3,410.9,506.4,"9,252.6","1,953.1",1.9,"1,318.5","7,08,237.9","1,291.2","9,045.2","43,48,940.5","1,205.9","2,69,859.9",#N/A,991.7,478.3
,,20-01-1992,358.8,266.8,"44,368.1",200.3,412.3,507.3,"9,294.3","1,960.8",1.9,"1,349.2","7,25,743.2","1,321.2","9,063.9","43,41,038.7","1,200.8","2,76,584.2",#N/A,999.7,479.8
,,21-01-1992,357.8,263.9,"44,068.9",198.1,412.4,502.1,"9,259.4","1,938.8",1.9,"1,338.5","7,14,295.9","1,310.8","9,041.6","42,92,392.7","1,193.5","2,73,103.6",#N/A,990.8,474.7
,,22-01-1992,356.8,263.6,"43,927.5",197.4,412.5,501.0,"9,209.0","1,932.6",1.9,"1,334.2","7,14,379.2","1,306.6","9,022.4","42,78,615.0","1,190.4","2,72,059.1",#N/A,990.3,474.4
,,23-01-1992,355.2,263.9,"43,955.0",197.8,410.5,503.3,"9,194.5","1,936.0",1.9,"1,338.7","7,16,027.7","1,311.0","8,986.8","42,86,113.2","1,191.4","2,72,763.3",#N/A,991.2,477.1
,,24-01-1992,353.3,261.2,"43,532.7",195.7,412.0,497.0,"9,169.2","1,915.2",1.9,"1,306.1","7,00,460.9","1,279.0","8,943.3","42,40,158.5","1,177.5","2,66,732.9",#N/A,980.6,472.5
,,27-01-1992,356.1,267.7,"44,650.3",200.5,417.7,511.7,"9,289.3","1,962.2",2.0,"1,344.1","7,22,563.1","1,316.3","9,040.3","42,24,448.7","1,182.7","2,75,303.4",#N/A,"1,002.9",482.9
,,28-01-1992,356.3,264.9,"44,748.3",198.4,417.8,506.0,"9,237.4","1,942.6",2.0,"1,326.9","7,09,602.2","1,299.4","9,029.0","41,82,092.4","1,194.5","2,69,963.3",#N/A,993.1,475.6
,,29-01-1992,354.9,262.6,"44,491.3",196.4,415.7,502.9,"9,208.6","1,922.9",1.9,"1,327.5","7,06,708.6","1,300.0","8,972.9","41,39,714.7","1,184.2","2,68,941.6",#N/A,987.7,477.8
,,30-01-1992,356.0,268.6,"44,838.6",200.6,419.7,513.1,"9,252.6","1,963.9",2.0,"1,348.6","7,24,201.7","1,320.7","9,068.0","42,28,023.8","1,193.2","2,74,944.5",#N/A,"1,008.5",483.1
,,31-01-1992,354.1,264.7,"44,460.3",197.8,415.5,505.9,"9,182.9","1,936.5",2.0,"1,322.0","7,08,094.9","1,294.6","9,010.8","41,69,040.6","1,176.6","2,68,166.3",#N/A,993.8,472.3
,,03-02-1992,356.4,264.2,"44,748.0",198.0,417.1,505.9,"9,127.8","1,938.2",2.0,"1,331.4","7,11,998.6","1,303.8","9,022.9","41,84,961.8","1,168.2","2,69,493.0",#N/A,991.4,471.6
,,04-02-1992,356.0,263.9,"44,883.1",197.7,420.6,505.7,"9,188.2","1,935.5",2.0,"1,335.4","7,13,504.7","1,307.2","9,016.2","41,79,101.4","1,174.6","2,69,115.6",#N/A,992.0,475.4
,,05-02-1992,354.3,261.9,"44,593.8",196.0,417.5,501.8,"9,126.5","1,918.8",2.0,"1,324.7","7,09,513.1","1,297.2","9,026.6","41,43,035.4","1,166.0","2,66,793.2",#N/A,986.0,476.5
,,06-02-1992,356.0,261.7,"44,726.5",196.0,419.0,501.6,"9,170.6","1,918.2",2.0,"1,339.0","7,15,169.5","1,311.2","9,004.1","41,41,709.3","1,167.1","2,71,640.9",#N/A,987.6,476.6
,,07-02-1992,356.2,258.8,"44,573.5",193.8,418.8,495.6,"9,170.5","1,897.1",2.0,"1,320.2","7,08,410.2","1,292.8","8,990.3","40,96,139.5","1,155.5","2,69,403.1",#N/A,986.8,473.4
,,10-02-1992,354.7,259.4,"44,914.0",194.2,417.5,497.7,"9,128.5","1,945.4",2.0,"1,336.5","7,16,409.0","1,308.9","8,973.1","37,31,984.8","1,180.9","2,72,615.5",#N/A,983.2,474.3
,,11-02-1992,356.0,263.7,"45,154.6",197.6,421.2,506.9,"9,225.6","1,979.3",2.0,"1,349.9","7,22,205.4","1,321.9","9,040.8","37,97,139.1","1,182.4","2,75,062.8",#N/A,990.8,474.4
,,12-02-1992,357.2,267.1,"45,536.3",199.7,421.6,513.8,"9,246.1","2,000.4",2.0,"1,350.1","7,22,436.7","1,322.1","9,047.3","38,37,628.0","1,195.4","2,74,940.1",#N/A,998.5,476.1
,,13-02-1992,356.3,269.1,"45,480.8",201.2,422.3,519.2,"9,250.1","2,015.7",2.0,"1,354.7","7,23,691.8","1,326.6","9,086.1","38,66,878.0","1,204.5","2,74,973.0",#N/A,"1,002.1",474.9
,,14-02-1992,354.1,267.9,"45,301.2",200.2,419.8,519.6,"9,162.4","2,005.5",2.0,"1,330.2","7,14,008.9","1,302.7","9,000.2","38,47,347.9","1,198.4","2,70,941.2",#N/A,995.7,470.8
,,17-02-1992,354.4,267.4,"44,992.9",199.8,420.9,518.3,"9,148.4","2,000.7",2.0,"1,337.1","7,12,840.1","1,309.4","9,006.6","38,38,128.0","1,195.5","2,71,105.9",#N/A,992.6,470.3
,,18-02-1992,352.8,270.1,"45,132.6",201.5,419.3,525.4,"9,142.4","2,018.1",2.0,"1,326.1","7,19,044.3","1,298.6","8,952.0","38,71,532.9","1,170.5","2,73,117.8",#N/A,995.3,469.1
,,19-02-1992,353.2,270.2,"45,322.2",201.7,419.6,525.8,"9,397.2","2,019.8",2.0,"1,326.6","7,12,502.7","1,298.5","9,010.0","38,74,818.1","1,172.1","2,71,312.9",#N/A,"1,002.0",467.2
,,20-02-1992,353.4,270.4,"45,424.2",201.9,418.3,526.4,"9,321.0","2,022.1",2.1,"1,319.3","7,20,467.5","1,292.0","9,016.2","38,79,223.2","1,173.5","2,71,575.9",#N/A,"1,001.4",465.9
,,21-02-1992,351.6,269.6,"45,233.0",201.3,415.9,524.8,"9,265.0","2,015.9",2.1,"1,323.1","7,09,702.5","1,295.7","8,962.1","38,67,196.4","1,171.6","2,70,975.4",#N/A,998.8,467.1
,,24-02-1992,349.8,267.9,"45,138.7",200.2,415.9,521.5,"9,007.7","1,918.4",2.0,"1,302.4","7,01,882.1","1,275.5","8,899.6","39,30,121.8","1,155.4","2,67,689.6",#N/A,999.6,467.4
,,25-02-1992,350.5,267.0,"45,383.5",199.5,415.8,520.7,"9,124.6","1,911.9",2.0,"1,307.3","7,01,575.5","1,280.2","8,937.1","39,16,692.9","1,194.0","2,67,952.0",#N/A,996.4,464.3
,,26-02-1992,348.7,267.7,"45,178.8",199.7,411.7,522.2,"9,081.7","1,913.7",2.1,"1,300.8","7,00,063.1","1,273.8","8,886.0","39,20,567.8","1,193.9","2,66,080.4",#N/A,"1,000.1",464.8
,,27-02-1992,353.8,270.3,"45,755.7",201.6,417.2,526.6,"9,215.7","1,931.8",2.1,"1,324.8","7,11,934.2","1,297.3","9,036.3","39,57,519.2","1,206.7","2,70,966.7",#N/A,"1,017.5",471.7
,,28-02-1992,353.1,269.0,"45,619.6",201.0,417.5,524.0,"9,210.3","1,926.0",2.1,"1,327.9","7,13,864.6","1,300.5","8,995.3","39,45,745.2","1,203.1","2,71,728.1",#N/A,"1,007.2",470.4
,,02-03-1992,350.5,267.3,"45,415.8",199.6,414.0,521.5,"9,173.0","1,913.3",2.1,"1,311.7","7,04,633.0","1,284.5","8,933.4","39,56,700.9","1,159.9","2,68,482.0",#N/A,999.3,465.0
,,03-03-1992,351.4,270.2,"45,938.0",201.9,417.9,528.5,"9,692.4","1,935.3",2.1,"1,320.3","7,13,350.3","1,292.9","8,975.6","40,02,198.3","1,205.7","2,72,139.7",#N/A,"1,004.7",466.9
,,04-03-1992,350.2,271.9,"46,270.2",203.2,417.5,533.3,"9,678.7","1,947.1",2.1,"1,320.4","7,12,286.0","1,293.0","8,949.3","40,26,717.4","1,210.1","2,71,247.1",#N/A,"1,008.9",468.7
,,05-03-1992,349.9,271.9,"46,120.0",203.9,415.7,533.1,"9,733.6","1,953.7",2.1,"1,313.4","7,14,680.1","1,286.2","8,959.0","40,40,251.9","1,213.3","2,69,926.6",#N/A,"1,008.3",463.2
,,06-03-1992,349.4,271.0,"46,051.3",203.3,414.0,530.2,"9,671.8","1,948.6",2.1,"1,309.2","7,12,828.4","1,282.1","8,946.0","40,29,783.4","1,210.6","2,68,286.9",#N/A,"1,003.2",460.9
,,09-03-1992,348.8,269.6,"46,003.9",202.4,415.6,525.8,"9,514.6","1,911.3",2.1,"1,305.8","7,04,172.9","1,278.7","8,911.3","39,61,251.2","1,158.5","2,68,027.3",#N/A,"1,001.6",460.6
,,10-03-1992,348.4,270.6,"46,247.0",203.1,416.8,528.5,"9,611.9","1,917.2",2.1,"1,312.1","7,06,954.3","1,284.9","8,928.6","39,73,436.4","1,207.8","2,68,851.8",#N/A,"1,005.3",462.4
,,11-03-1992,349.0,269.9,"46,584.0",202.3,416.3,526.5,"9,644.6","1,910.2",2.1,"1,299.7","7,01,803.2","1,272.8","8,942.5","39,58,932.0","1,204.3","2,66,980.2",#N/A,"1,005.1",460.9
,,12-03-1992,347.6,270.5,"46,641.7",203.5,414.7,526.4,"9,727.1","1,920.9",2.1,"1,310.4","7,10,053.8","1,283.3","8,951.9","39,81,126.2","1,210.3","2,70,221.5",#N/A,"1,008.4",461.4
,,13-03-1992,347.3,269.2,"46,384.5",202.8,415.9,523.2,"9,740.2","1,914.5",2.1,"1,298.5","7,01,885.2","1,271.5","8,911.9","39,67,830.4","1,206.2","2,67,149.3",#N/A,"1,001.2",459.6
,,16-03-1992,343.0,265.9,"45,936.6",199.9,411.5,518.4,"9,677.2","1,887.8",2.1,"1,281.4","6,89,249.1","1,254.9","8,793.4","39,22,084.2","1,135.7","2,62,808.4",#N/A,989.9,453.9
,,17-03-1992,339.0,260.6,"45,226.1",195.8,406.4,507.1,"9,634.5","1,848.5",2.1,"1,270.2","6,80,915.3","1,243.9","8,659.5","38,40,526.5","1,165.4","2,60,143.1",#N/A,977.2,448.0
,,18-03-1992,340.3,261.1,"44,931.4",196.4,405.7,508.2,"9,689.5","1,854.5",2.1,"1,276.2","6,88,147.8","1,249.7","8,691.7","38,53,030.0","1,170.7","2,62,556.5",#N/A,976.1,446.2
,,19-03-1992,337.8,262.5,"45,000.6",197.4,404.0,511.7,"9,600.1","1,863.5",2.1,"1,276.8","6,88,483.7","1,250.5","8,644.8","38,71,652.9","1,177.2","2,63,307.5",#N/A,973.2,446.3
,,20-03-1992,338.8,264.3,"45,414.9",198.5,404.5,516.7,"9,670.6","1,874.5",2.1,"1,271.3","6,86,469.9","1,245.0","8,646.2","38,94,492.0","1,127.7","2,62,567.6",#N/A,978.9,445.8
,,23-03-1992,338.7,263.0,"45,288.6",197.5,405.0,514.6,"9,877.6","1,865.2",2.1,"1,265.0","6,82,548.9","1,238.8","8,712.0","37,56,295.4","1,120.1","2,61,305.8",#N/A,981.2,445.9
,,24-03-1992,338.4,261.9,"45,251.2",196.7,403.0,512.5,"9,858.9","1,857.6",2.1,"1,265.4","6,83,742.6","1,239.2","8,652.8","37,40,954.9","1,143.1","2,60,238.6",#N/A,978.3,445.1
,,25-03-1992,341.3,262.4,"45,526.3",197.1,406.0,511.9,"9,856.1","1,860.8",2.1,"1,274.9","6,85,118.4","1,248.5","8,722.9","37,47,404.0","1,145.6","2,62,382.2",#N/A,982.6,445.7
,,26-03-1992,340.4,263.2,"45,600.8",197.6,405.6,515.8,"9,855.3","1,865.9",2.1,"1,281.4","6,91,978.2","1,254.8","8,754.6","37,57,599.6","1,149.4","2,64,924.0",#N/A,984.2,446.4
,,27-03-1992,340.5,260.7,"45,341.3",195.9,404.5,509.7,"9,843.9","1,849.2",2.1,"1,262.4","6,82,980.2","1,237.2","8,686.3","37,24,112.4","1,139.7","2,61,270.4",#N/A,976.4,441.8
,,30-03-1992,343.3,264.0,"45,799.8",198.3,408.4,517.5,"9,896.2","1,889.7",2.1,"1,293.7","6,97,453.9","1,267.0","8,783.2","38,20,531.5","1,142.0","2,67,160.2",#N/A,987.3,448.9
,,31-03-1992,341.7,261.7,"45,481.3",196.9,406.8,512.9,"9,913.3","1,876.5",2.1,"1,281.1","6,91,011.2","1,254.6","8,732.0","37,93,965.2","1,146.6","2,64,928.4",#N/A,985.3,445.0
,,01-04-1992,344.0,264.8,"46,192.6",199.5,410.3,519.8,"9,946.9","1,901.8",2.2,"1,294.5","7,00,503.9","1,267.7","8,803.5","38,44,977.8","1,161.6","2,68,375.9",#N/A,991.1,448.3
,,02-04-1992,340.5,260.8,"45,613.2",196.8,406.4,511.2,"9,829.2","1,875.9",2.2,"1,269.5","6,87,331.9","1,243.3","8,719.2","37,92,658.8","1,145.8","2,63,051.1",#N/A,981.9,444.4
,,03-04-1992,340.6,258.2,"45,419.8",195.4,405.5,508.4,"9,836.1","1,861.9",2.1,"1,271.8","6,82,209.8","1,245.5","8,683.5","37,64,395.2","1,137.3","2,61,921.0",#N/A,975.6,443.0
,,06-04-1992,339.3,256.3,"45,010.5",193.8,402.7,504.9,"9,887.8","1,847.1",2.1,"1,266.8","6,78,494.3","1,240.5","8,662.9","38,66,419.4","1,122.9","2,62,073.3",#N/A,970.6,443.9
,,07-04-1992,338.8,256.3,"45,127.9",193.7,402.6,505.0,"9,758.7","1,846.0",2.1,"1,266.0","6,78,075.4","1,239.8","8,653.7","38,64,032.3","1,126.7","2,62,875.1",#N/A,968.5,443.3
,,08-04-1992,337.5,255.5,"44,720.2",193.0,401.0,503.2,"9,765.1","1,839.2",2.1,"1,268.6","6,75,573.3","1,242.3","8,625.6","38,49,773.8","1,121.7","2,62,450.2",#N/A,967.6,443.8
,,09-04-1992,338.5,255.3,"44,737.1",191.6,402.5,502.9,"9,786.6","1,826.1",2.1,"1,251.3","6,78,226.8","1,226.3","8,554.7","38,22,364.3","1,124.4","2,60,883.4",#N/A,963.8,439.4
,,10-04-1992,341.9,260.0,"45,402.5",193.8,406.0,515.6,"9,892.6","1,847.3",2.2,"1,290.9","6,91,024.5","1,264.2","8,770.4","38,66,798.7","1,136.5","2,63,916.1",#N/A,984.1,449.9
,,13-04-1992,340.8,261.9,"45,577.4",193.5,406.5,521.8,"9,843.6","1,883.2",2.1,"1,283.6","6,91,368.7","1,257.0","8,768.7","38,98,900.1","1,138.8","2,66,508.8",#N/A,984.9,447.9
,,14-04-1992,339.0,258.9,"45,018.2",191.4,400.0,512.9,"9,769.1","1,856.1",2.2,"1,265.9","6,82,493.4","1,239.8","8,674.5","38,42,880.6","1,123.8","2,62,880.5",#N/A,972.1,440.9
,,15-04-1992,339.0,261.5,"45,349.3",193.0,402.3,521.7,"9,840.4","1,877.8",2.2,"1,278.5","6,90,898.1","1,252.1","8,715.6","38,87,665.1","1,137.6","2,66,094.2",#N/A,983.4,446.0
,,16-04-1992,336.7,260.6,"44,893.4",192.7,397.8,519.7,"9,691.6","1,868.9",2.1,"1,268.1","6,84,643.1","1,241.8","8,597.2","38,47,996.9","1,119.4","2,63,955.6",#N/A,970.9,441.9
,,17-04-1992,336.7,260.6,"44,893.4",192.7,397.8,519.7,"9,691.6","1,868.9",2.1,"1,268.1","6,84,643.1","1,241.8","8,597.2","38,47,996.9","1,119.4","2,63,955.6",#N/A,970.9,441.9
,,20-04-1992,336.7,260.6,"44,893.4",192.7,397.8,519.7,"9,691.6","1,868.9",2.1,"1,268.1","6,80,884.0","1,241.8","8,597.2","38,47,996.9","1,119.4","2,63,955.6",#N/A,970.9,441.9
,,21-04-1992,338.3,262.1,"45,384.1",193.5,399.3,523.5,"9,672.9","1,877.2",2.2,"1,268.3","6,85,688.7","1,242.0","8,656.8","38,65,175.6","1,127.6","2,63,126.1",#N/A,978.4,443.0
,,22-04-1992,338.1,260.9,"45,354.9",191.8,400.7,521.2,"9,720.1","1,860.2",2.2,"1,262.2","6,79,976.9","1,236.0","8,660.6","38,30,021.9","1,124.2","2,61,763.8",#N/A,973.6,441.6
,,23-04-1992,338.5,261.0,"45,501.0",191.8,401.7,522.1,"9,705.3","1,860.3",2.2,"1,266.6","6,84,734.3","1,240.4","8,682.1","38,30,212.1","1,127.2","2,63,838.4",#N/A,975.2,445.0
,,24-04-1992,336.6,258.1,"45,297.5",189.9,398.9,515.7,"9,646.4","1,842.2",2.2,"1,258.6","6,80,138.9","1,232.5","8,636.0","37,93,101.7","1,119.8","2,61,733.2",#N/A,970.2,446.8
,,27-04-1992,335.7,257.2,"44,582.7",188.7,400.2,512.7,"9,577.4","1,826.6",2.2,"1,250.7","6,74,767.0","1,224.8","8,530.5","37,89,070.4","1,097.9","2,59,220.1",#N/A,964.6,443.2
,,28-04-1992,336.8,258.6,"44,868.4",189.7,402.5,510.8,"9,628.2","1,840.2",2.2,"1,259.3","6,82,738.5","1,236.0","8,592.3","38,17,379.3","1,117.8","2,62,475.3",#N/A,968.3,444.1
,,29-04-1992,335.7,258.0,"44,794.8",189.6,401.0,510.5,"9,618.8","1,839.1",2.2,"1,261.8","6,82,454.6","1,245.2","8,608.2","38,15,151.1","1,115.4","2,62,350.6",#N/A,966.6,443.0
,,30-04-1992,336.4,258.0,"44,875.1",189.6,402.0,510.4,"9,615.7","1,838.5",2.2,"1,261.4","6,80,938.4","1,244.8","8,595.9","38,13,917.0","1,116.8","2,61,431.7",#N/A,963.5,443.2
,,01-05-1992,337.5,257.1,"44,803.4",189.1,401.6,506.7,"9,765.0","1,852.8",2.2,"1,264.0","6,81,750.1","1,237.8","8,629.5","37,85,345.2","1,111.9","2,61,984.1",#N/A,963.5,444.4
,,04-05-1992,337.5,257.1,"44,803.4",189.1,401.6,506.7,"9,765.0","1,852.8",2.2,"1,264.0","6,83,209.2","1,237.8","8,629.5","37,85,345.2","1,111.9","2,61,984.1",#N/A,963.5,444.4
,,05-05-1992,336.8,256.2,"44,821.3",188.9,401.3,508.2,"9,629.3","1,849.6",2.2,"1,259.3","6,81,304.9","1,233.2","8,614.8","37,78,876.9","1,114.7","2,61,895.4",#N/A,964.5,444.6
,,06-05-1992,336.7,254.7,"44,561.9",187.6,402.5,505.2,"9,625.4","1,837.0",2.2,"1,254.6","6,79,636.3","1,228.6","8,531.5","37,53,049.1","1,117.0","2,61,437.6",#N/A,961.2,443.0
,,07-05-1992,336.1,255.0,"44,613.4",187.1,402.6,507.9,"9,605.4","1,831.4",2.2,"1,256.4","6,81,800.2","1,233.1","8,586.0","37,41,632.4","1,114.8","2,62,746.7",#N/A,962.1,445.0
,,08-05-1992,336.9,257.2,"44,916.9",188.5,405.8,515.2,"9,646.0","1,845.8",2.3,"1,271.9","6,86,010.9","1,245.6","8,615.7","37,71,036.1","1,117.3","2,65,433.6",#N/A,969.1,450.0
,,11-05-1992,336.2,255.6,"44,748.1",187.4,404.9,513.6,"9,544.6","1,859.7",2.2,"1,258.9","6,79,791.3","1,232.8","8,593.5","37,72,198.0","1,115.2","2,62,369.3",#N/A,962.3,447.7
,,12-05-1992,335.3,252.0,"43,744.3",185.0,404.1,504.0,"9,490.6","1,835.3",2.2,"1,248.5","6,73,454.8","1,222.7","8,536.2","37,22,662.2","1,113.4","2,60,172.5",#N/A,955.4,443.5
,,13-05-1992,335.2,252.0,"43,667.5",184.8,404.1,500.9,"9,496.9","1,834.0",2.3,"1,260.2","6,79,398.3","1,234.1","8,557.9","37,20,057.1","1,111.9","2,61,926.6",#N/A,954.4,445.6
,,14-05-1992,336.9,251.8,"43,915.3",184.9,404.7,497.9,"9,509.8","1,834.7",2.3,"1,262.1","6,85,118.1","1,235.9","8,588.9","37,21,478.2","1,119.9","2,63,843.3",#N/A,955.4,444.5
,,15-05-1992,339.0,253.5,"44,156.6",186.3,408.1,504.5,"9,610.1","1,848.7",2.3,"1,266.1","6,88,841.7","1,239.8","8,654.3","37,49,820.8","1,128.1","2,64,949.1",#N/A,965.3,447.4
,,18-05-1992,338.9,250.6,"43,620.3",184.6,405.7,496.7,"9,527.2","1,854.7",2.3,"1,265.0","6,83,385.1","1,238.8","8,622.5","38,07,920.5","1,122.5","2,63,896.0",#N/A,960.8,446.1
,,19-05-1992,339.5,250.4,"43,845.2",184.6,405.7,496.1,"9,546.2","1,854.4",2.3,"1,270.4","6,87,639.9","1,244.1","8,658.3","38,07,403.2","1,127.4","2,65,900.2",#N/A,958.2,448.2
,,20-05-1992,337.0,250.3,"43,683.8",184.1,403.1,495.8,"9,495.4","1,849.5",2.3,"1,267.1","6,86,764.8","1,240.8","8,595.0","37,97,389.0","1,118.6","2,64,616.2",#N/A,954.6,446.7
,,21-05-1992,337.3,252.4,"43,930.7",185.6,402.7,499.6,"9,587.7","1,863.9",2.3,"1,273.5","6,89,899.1","1,247.0","8,600.6","38,26,914.2","1,119.3","2,65,634.5",#N/A,956.1,445.3
,,22-05-1992,337.7,253.4,"43,689.8",186.1,403.7,503.0,"9,627.6","1,869.5",2.3,"1,268.9","6,86,353.6","1,241.8","8,598.4","37,97,984.8","1,130.6","2,65,339.7",#N/A,956.3,445.5
,,25-05-1992,337.7,253.4,"43,689.8",186.1,403.7,503.0,"9,627.6","1,869.5",2.3,"1,268.9","6,86,843.0","1,241.8","8,598.4","37,97,984.8","1,130.6","2,65,339.7",#N/A,956.3,445.5
,,26-05-1992,337.9,252.0,"43,709.8",184.8,405.5,499.5,"9,681.8","1,856.5",2.3,"1,263.5","6,82,523.9","1,237.4","8,596.0","37,71,613.2","1,122.2","2,63,802.2",#N/A,954.6,445.0
,,27-05-1992,338.6,256.4,"43,993.6",188.0,407.3,503.4,"9,740.6","1,888.5",2.3,"1,279.7","6,97,121.0","1,253.2","8,642.7","38,36,651.1","1,120.4","2,68,623.8",#N/A,964.7,447.0
,,28-05-1992,336.9,253.9,"43,639.4",186.5,404.7,497.0,"9,638.0","1,873.3",2.3,"1,258.9","6,91,509.8","1,232.8","8,571.2","38,05,769.1","1,117.5","2,62,284.2",#N/A,956.6,443.2
,,29-05-1992,337.5,251.3,"43,087.1",184.5,406.9,491.8,"9,669.2","1,853.6",2.3,"1,245.7","6,77,051.2","1,233.4","8,589.7","37,65,644.8","1,119.4","2,62,019.3",#N/A,957.3,445.7
,,01-06-1992,336.9,251.3,"42,914.6",184.8,405.7,492.0,"9,608.4","1,859.7",2.3,"1,273.3","6,87,025.9","1,246.9","8,558.9","38,07,228.9","1,124.2","2,64,860.4",#N/A,956.8,446.2
,,02-06-1992,339.0,252.5,"43,234.1",185.8,408.2,495.0,"9,681.5","1,869.5",2.3,"1,266.1","6,88,954.9","1,239.9","8,611.5","38,27,332.2","1,125.4","2,66,365.8",#N/A,960.0,445.5
,,03-06-1992,339.9,253.3,"43,411.4",187.1,408.0,499.6,"9,720.8","1,883.3",2.3,"1,275.0","6,89,942.6","1,248.6","8,641.1","38,55,449.2","1,128.1","2,66,568.4",#N/A,965.6,446.0
